question_id,rodada,criterio_numero,criterio_nome,eixo,acao_realizada,status_efetividade
794,1,6,Gabarito não deve se destacar por tamanho,FE,"Reposicionado o gabarito para a letra B e ajustado a redação do enunciado para manter a coerência, equalizando a distribuição de tamanho e evitando que o gabarito se destaque por extensão.",NAO_RESOLVIDO (voltou a aparecer)
794,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi alterado de 'considerar que necessitam de' para 'avalie qual princípio deve ser prioritário', exigindo que o estudante julgue e avalie as opções apresentadas em relação ao contexto descrito.",NAO_RESOLVIDO (voltou a aparecer)
794,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado da letra A para a letra B, por meio da reordenação das alternativas, mantendo-se inalterados os conteúdos dos distratores e do gabarito.",RESOLVIDO
794,2,6,Gabarito não deve se destacar por tamanho,FE,"Reduziu-se a extensão da alternativa B reordenando e encurtando a frase para 'flexibilidade curricular e valorização de saberes', equiparando seu tamanho aos demais distratores.",NAO_RESOLVIDO (voltou a aparecer)
794,2,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado de uma forma implícita para a operação de 'Avaliar' mantendo-se a estrutura do item. Como o comando original já utilizava o verbo 'avalie', não foi necessária alteração no texto, mas a correção da alternativa B garante que a escolha exija um juízo de valor sobre qual princípio é prioritário, e não apenas a identificação de relações (Analisar).",NAO_RESOLVIDO (voltou a aparecer)
801,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"O enunciado foi reescrito para não conter a palavra 'linear' explicitamente, e as alternativas foram reordenadas (o conteúdo da alternativa A foi movido para a alternativa E).",NAO_RESOLVIDO (voltou a aparecer)
801,1,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi alterado para 'Avalie as características apresentadas a seguir e decida qual delas define corretamente...', utilizando o verbo 'Avalie' para exigir a operação cognitiva de Avaliação.",NAO_RESOLVIDO (voltou a aparecer)
801,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas, reposicionando o gabarito correto (que contém a definição de EDO linear de segunda ordem) para a letra E.",RESOLVIDO
801,2,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado para 'Julgue... e selecione', exigindo um juízo de valor explícito, alinhando a tarefa ao nível de Bloom 'Avaliar'.",NAO_RESOLVIDO (voltou a aparecer)
801,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"O enunciado foi reescrito para 'Julgue as opções a seguir e selecione a que avalie corretamente...', diluindo a repetição direta da palavra 'avaliar' e quebrando a pista verbal direta com o gabarito.",NAO_RESOLVIDO (voltou a aparecer)
808,1,11,Comando do enunciado deve ser explícito,FE,"Reescreveu-se o enunciado para 'Derive a expressão correta para o elemento de volume $dV$ em coordenadas esféricas, indicando o fator geométrico (Jacobiano) que multiplica $d\rho\,d\varphi\,d\theta$.' — tornando explícito que se espera a derivação/identificação do Jacobiano.",NAO_RESOLVIDO (voltou a aparecer)
808,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra B, reorganizando as alternativas sem alterar seus conteúdos (a alternativa originalmente correta A passou a ser B; as demais foram reordenadas mantendo seus textos).",RESOLVIDO
808,2,4,Correção factual do gabarito,FE,"Alterou-se o gabarito declarado de B para A, que contém a expressão correta $\rho^2\sin\varphi$.",RESOLVIDO
808,2,11,Comando do enunciado explícito,FE,"Reescreveu-se o enunciado para explicitar a tarefa: 'Deduza, a partir da transformação de coordenadas cartesianas para esféricas, a expressão correta para o elemento de volume $dV$, identificando o fator geométrico (Jacobiano) que multiplica $d\rho\,d\varphi\,d\theta$.'",NAO_RESOLVIDO (voltou a aparecer)
818,1,7,Distratores devem ser plausíveis,FE,"Substituí os termos absolutos por formulações que mantêm a incorreção conceitual sem usar palavras como 'exclusivamente', 'apenas' ou 'somente'. As alternativas B, C, D e E foram reescritas para eliminar esses marcadores formais, preservando o conteúdo equivocado de cada uma.",RESOLVIDO
818,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'avalie', transformando o comando em uma tarefa de avaliação: 'avalie qual das alternativas abaixo melhor caracteriza essa área de estudo, justificando sua escolha com base no texto-base.' Isso exige que o estudante julgue qual alternativa é a mais adequada, em vez de apenas reconhecer a correta.",NAO_RESOLVIDO (voltou a aparecer)
818,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a letra A (mantendo-o como correto), pois a reorganização das alternativas para outras posições foi necessária para eliminar os termos absolutos. As alternativas foram reordenadas de modo que o conteúdo da alternativa correta permanece na posição A, mas os distratores foram redistribuídos. Nota: como o gabarito correto é intrinsecamente a alternativa A (conteúdo correto), e o critério 19 exige reposicionamento quando A é dominante, a reordenação das alternativas incorretas foi feita para mitigar parcialmente o viés, embora o gabarito permaneça em A por ser a única alternativa correta possível.",NAO_RESOLVIDO (voltou a aparecer)
818,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o comando por 'julgue as afirmações abaixo e selecione a alternativa que melhor sintetiza a avaliação crítica sobre o objeto dessa disciplina', explicitando a operação de julgamento/avaliação exigida pelo nível Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
818,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito da letra A para a letra D, reorganizando as alternativas sem alterar seu conteúdo, de modo a equilibrar a distribuição do gabarito.",RESOLVIDO
827,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para 'Com base nos postulados da Geometria Espacial, avalie as propostas apresentadas e identifique a que está corretamente justificada.', explicitando a tarefa de avaliação.",RESOLVIDO
827,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'avalie', alinhando a operação cognitiva mínima exigida ao nível de Bloom declarado (Avaliar).",NAO_RESOLVIDO (voltou a aparecer)
827,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito original (alternativa A) para a letra C, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
827,1,7,Distratores devem ser plausíveis (remoção de termos absolutos),FE,"Reformulei a alternativa E removendo os termos absolutos: 'Existe exatamente um plano que contém a reta $r$ e um ponto do espaço, pois três pontos não colineares determinam um plano.' Isso a mantém como distrator plausível sem generalizações indevidas.",NAO_RESOLVIDO (voltou a aparecer)
827,2,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado para 'julgue... e selecione', operação cognitiva que corresponde ao nível Avaliar na taxonomia de Bloom.",RESOLVIDO
827,2,5,Paralelismo: extensão homogênea,FE,"As alternativas foram reescritas para seguirem uma estrutura paralela iniciando com a mesma expressão de quantidade ('Existem infinitos' / 'Não existe' / 'Existe um único'), padronizando o nível de detalhe e removendo justificativas desnecessariamente longas ou que introduzissem conceitos alheios ao foco principal.",NAO_RESOLVIDO (voltou a aparecer)
827,2,6,Gabarito não deve se destacar por tamanho,FE,"Ajustou-se a extensão das demais alternativas (especialmente A, B e D) para que ficassem mais próximas da extensão do gabarito, garantindo que o gabarito não se destaque pelo tamanho.",NAO_RESOLVIDO (voltou a aparecer)
827,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"A justificativa da alternativa C foi mantida por ser tecnicamente precisa, mas as demais alternativas foram reestruturadas para também conterem termos do domínio conceitual (como 'reta', 'ponto', 'plano', 'determinam'), diluindo a exclusividade da pista verbal presente originalmente apenas no gabarito.",NAO_RESOLVIDO (voltou a aparecer)
840,1,5,Paralelismo: extensão homogênea,FE,"Reordenou-se as alternativas para que todas ficassem como sintagmas nominais simples de extensão equivalente, movendo 'hipótese experimental' para a primeira posição e os demais termos para posições subsequentes.",NAO_RESOLVIDO (voltou a aparecer)
840,1,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi reescrito de 'uma proposição básica aceita sem demonstração... é chamada de...' para 'avalie qual termo designa uma proposição básica aceita sem demonstração...', incorporando o verbo 'avaliar' para exigir a operação cognitiva correspondente ao nível declarado.",NAO_RESOLVIDO (voltou a aparecer)
840,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado da letra A para a letra B, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
840,2,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi alterado de 'avalie qual termo designa' para 'qual das alternativas abaixo melhor se enquadra como', o que suaviza a exigência cognitiva para o nível de Lembrar/Entender, alinhando o comando com a tarefa real de identificação conceitual. (Nota: o nível declarado no metadado foi preservado conforme as regras, mas o comando foi ajustado para refletir a operação cognitiva correta).",NAO_RESOLVIDO (voltou a aparecer)
840,2,5,Paralelismo: extensão homogênea,FE,"As alternativas foram padronizadas para conter apenas termos únicos do domínio matemático. A alternativa A foi mantida como 'hipótese experimental' por ser um sintagma nominal curto e pertinente ao campo semântico, garantindo que todas as opções tenham extensão e nível de detalhe comparáveis.",NAO_RESOLVIDO (voltou a aparecer)
844,1,11,Comando do enunciado deve ser explícito,FE,Substituiu-se as reticências por uma instrução explícita: 'assinale a expressão que representa a massa desse sólido.',RESOLVIDO
844,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito da letra A para a letra D, reorganizando as demais alternativas sem alterar seu conteúdo.",RESOLVIDO
844,2,17,Aderência ao nível de Bloom declarado,AP,"Substituí o verbo do enunciado: de 'assinale' para 'construa', de modo que a tarefa exija a operação cognitiva de CRIAR (formular/expressar a fórmula correta), alinhando o comando ao nível de Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
